"","source","target"
"1","1_SFG_L","3_SFG_PFC_L"
"2","1_SFG_L","5_SFG_pole_L"
"3","1_SFG_L","7_MFG_L"
"4","1_SFG_L","9_MFG_DPFC_L"
"5","1_SFG_L","11_IFG_opercularis_L"
"6","1_SFG_L","13_IFG_orbitalis_L"
"7","1_SFG_L","15_IFG_triangularis_L"
"8","1_SFG_L","17_LFOG_L"
"9","1_SFG_L","19_MFOG_L"
"10","1_SFG_L","21_RG_L"
"11","1_SFG_L","25_PrCG_L"
"12","2_SFG_R","4_SFG_PFC_R"
"13","2_SFG_R","6_SFG_pole_R"
"14","2_SFG_R","8_MFG_R"
"15","2_SFG_R","10_MFG_DPFC_R"
"16","2_SFG_R","12_IFG_opercularis_R"
"17","2_SFG_R","14_IFG_orbitalis_R"
"18","2_SFG_R","16_IFG_triangularis_R"
"19","2_SFG_R","18_LFOG_R"
"20","2_SFG_R","20_MFOG_R"
"21","2_SFG_R","22_RG_R"
"22","2_SFG_R","26_PrCG_R"
"23","3_SFG_PFC_L","5_SFG_pole_L"
"24","3_SFG_PFC_L","7_MFG_L"
"25","3_SFG_PFC_L","9_MFG_DPFC_L"
"26","3_SFG_PFC_L","11_IFG_opercularis_L"
"27","3_SFG_PFC_L","13_IFG_orbitalis_L"
"28","3_SFG_PFC_L","15_IFG_triangularis_L"
"29","3_SFG_PFC_L","17_LFOG_L"
"30","3_SFG_PFC_L","19_MFOG_L"
"31","3_SFG_PFC_L","21_RG_L"
"32","3_SFG_PFC_L","25_PrCG_L"
"33","4_SFG_PFC_R","6_SFG_pole_R"
"34","4_SFG_PFC_R","8_MFG_R"
"35","4_SFG_PFC_R","10_MFG_DPFC_R"
"36","4_SFG_PFC_R","12_IFG_opercularis_R"
"37","4_SFG_PFC_R","14_IFG_orbitalis_R"
"38","4_SFG_PFC_R","16_IFG_triangularis_R"
"39","4_SFG_PFC_R","18_LFOG_R"
"40","4_SFG_PFC_R","20_MFOG_R"
"41","4_SFG_PFC_R","22_RG_R"
"42","4_SFG_PFC_R","26_PrCG_R"
"43","5_SFG_pole_L","7_MFG_L"
"44","5_SFG_pole_L","9_MFG_DPFC_L"
"45","5_SFG_pole_L","11_IFG_opercularis_L"
"46","5_SFG_pole_L","13_IFG_orbitalis_L"
"47","5_SFG_pole_L","15_IFG_triangularis_L"
"48","5_SFG_pole_L","17_LFOG_L"
"49","5_SFG_pole_L","19_MFOG_L"
"50","5_SFG_pole_L","21_RG_L"
"51","5_SFG_pole_L","25_PrCG_L"
"52","6_SFG_pole_R","8_MFG_R"
"53","6_SFG_pole_R","10_MFG_DPFC_R"
"54","6_SFG_pole_R","12_IFG_opercularis_R"
"55","6_SFG_pole_R","14_IFG_orbitalis_R"
"56","6_SFG_pole_R","16_IFG_triangularis_R"
"57","6_SFG_pole_R","18_LFOG_R"
"58","6_SFG_pole_R","20_MFOG_R"
"59","6_SFG_pole_R","22_RG_R"
"60","6_SFG_pole_R","26_PrCG_R"
"61","7_MFG_L","9_MFG_DPFC_L"
"62","7_MFG_L","11_IFG_opercularis_L"
"63","7_MFG_L","13_IFG_orbitalis_L"
"64","7_MFG_L","15_IFG_triangularis_L"
"65","7_MFG_L","17_LFOG_L"
"66","7_MFG_L","19_MFOG_L"
"67","7_MFG_L","21_RG_L"
"68","7_MFG_L","25_PrCG_L"
"69","8_MFG_R","10_MFG_DPFC_R"
"70","8_MFG_R","12_IFG_opercularis_R"
"71","8_MFG_R","14_IFG_orbitalis_R"
"72","8_MFG_R","16_IFG_triangularis_R"
"73","8_MFG_R","18_LFOG_R"
"74","8_MFG_R","20_MFOG_R"
"75","8_MFG_R","22_RG_R"
"76","8_MFG_R","26_PrCG_R"
"77","9_MFG_DPFC_L","11_IFG_opercularis_L"
"78","9_MFG_DPFC_L","13_IFG_orbitalis_L"
"79","9_MFG_DPFC_L","15_IFG_triangularis_L"
"80","9_MFG_DPFC_L","17_LFOG_L"
"81","9_MFG_DPFC_L","19_MFOG_L"
"82","9_MFG_DPFC_L","21_RG_L"
"83","9_MFG_DPFC_L","25_PrCG_L"
"84","10_MFG_DPFC_R","12_IFG_opercularis_R"
"85","10_MFG_DPFC_R","14_IFG_orbitalis_R"
"86","10_MFG_DPFC_R","16_IFG_triangularis_R"
"87","10_MFG_DPFC_R","18_LFOG_R"
"88","10_MFG_DPFC_R","20_MFOG_R"
"89","10_MFG_DPFC_R","22_RG_R"
"90","10_MFG_DPFC_R","26_PrCG_R"
"91","11_IFG_opercularis_L","13_IFG_orbitalis_L"
"92","11_IFG_opercularis_L","15_IFG_triangularis_L"
"93","11_IFG_opercularis_L","17_LFOG_L"
"94","11_IFG_opercularis_L","19_MFOG_L"
"95","11_IFG_opercularis_L","21_RG_L"
"96","11_IFG_opercularis_L","25_PrCG_L"
"97","12_IFG_opercularis_R","14_IFG_orbitalis_R"
"98","12_IFG_opercularis_R","16_IFG_triangularis_R"
"99","12_IFG_opercularis_R","18_LFOG_R"
"100","12_IFG_opercularis_R","20_MFOG_R"
"101","12_IFG_opercularis_R","22_RG_R"
"102","12_IFG_opercularis_R","26_PrCG_R"
"103","13_IFG_orbitalis_L","15_IFG_triangularis_L"
"104","13_IFG_orbitalis_L","17_LFOG_L"
"105","13_IFG_orbitalis_L","19_MFOG_L"
"106","13_IFG_orbitalis_L","21_RG_L"
"107","13_IFG_orbitalis_L","25_PrCG_L"
"108","14_IFG_orbitalis_R","16_IFG_triangularis_R"
"109","14_IFG_orbitalis_R","18_LFOG_R"
"110","14_IFG_orbitalis_R","20_MFOG_R"
"111","14_IFG_orbitalis_R","22_RG_R"
"112","14_IFG_orbitalis_R","26_PrCG_R"
"113","15_IFG_triangularis_L","17_LFOG_L"
"114","15_IFG_triangularis_L","19_MFOG_L"
"115","15_IFG_triangularis_L","21_RG_L"
"116","15_IFG_triangularis_L","25_PrCG_L"
"117","16_IFG_triangularis_R","18_LFOG_R"
"118","16_IFG_triangularis_R","20_MFOG_R"
"119","16_IFG_triangularis_R","22_RG_R"
"120","16_IFG_triangularis_R","26_PrCG_R"
"121","17_LFOG_L","19_MFOG_L"
"122","17_LFOG_L","21_RG_L"
"123","17_LFOG_L","25_PrCG_L"
"124","18_LFOG_R","20_MFOG_R"
"125","18_LFOG_R","22_RG_R"
"126","18_LFOG_R","26_PrCG_R"
"127","19_MFOG_L","21_RG_L"
"128","19_MFOG_L","25_PrCG_L"
"129","20_MFOG_R","22_RG_R"
"130","20_MFOG_R","26_PrCG_R"
"131","21_RG_L","25_PrCG_L"
"132","22_RG_R","26_PrCG_R"
"133","23_PoCG_L","27_SPG_L"
"134","23_PoCG_L","29_SMG_L"
"135","23_PoCG_L","31_AG_L"
"136","23_PoCG_L","33_PrCu_L"
"137","24_PoCG_R","28_SPG_R"
"138","24_PoCG_R","30_SMG_R"
"139","24_PoCG_R","32_AG_R"
"140","24_PoCG_R","34_PrCu_R"
"141","27_SPG_L","29_SMG_L"
"142","27_SPG_L","31_AG_L"
"143","27_SPG_L","33_PrCu_L"
"144","28_SPG_R","30_SMG_R"
"145","28_SPG_R","32_AG_R"
"146","28_SPG_R","34_PrCu_R"
"147","29_SMG_L","31_AG_L"
"148","29_SMG_L","33_PrCu_L"
"149","30_SMG_R","32_AG_R"
"150","30_SMG_R","34_PrCu_R"
"151","31_AG_L","33_PrCu_L"
"152","32_AG_R","34_PrCu_R"
"153","35_STG_L","37_STG_L_pole"
"154","35_STG_L","39_MTG_L"
"155","35_STG_L","41_MTG_L_pole"
"156","35_STG_L","43_ITG_L"
"157","35_STG_L","49_FuG_L"
"158","36_STG_R","38_STG_R_pole"
"159","36_STG_R","40_MTG_R"
"160","36_STG_R","42_MTG_R_pole"
"161","36_STG_R","44_ITG_R"
"162","36_STG_R","50_FuG_R"
"163","37_STG_L_pole","39_MTG_L"
"164","37_STG_L_pole","41_MTG_L_pole"
"165","37_STG_L_pole","43_ITG_L"
"166","37_STG_L_pole","49_FuG_L"
"167","38_STG_R_pole","40_MTG_R"
"168","38_STG_R_pole","42_MTG_R_pole"
"169","38_STG_R_pole","44_ITG_R"
"170","38_STG_R_pole","50_FuG_R"
"171","39_MTG_L","41_MTG_L_pole"
"172","39_MTG_L","43_ITG_L"
"173","39_MTG_L","49_FuG_L"
"174","40_MTG_R","42_MTG_R_pole"
"175","40_MTG_R","44_ITG_R"
"176","40_MTG_R","50_FuG_R"
"177","41_MTG_L_pole","43_ITG_L"
"178","41_MTG_L_pole","49_FuG_L"
"179","42_MTG_R_pole","44_ITG_R"
"180","42_MTG_R_pole","50_FuG_R"
"181","43_ITG_L","49_FuG_L"
"182","44_ITG_R","50_FuG_R"
"183","45_PHG_L","47_ENT_L"
"184","45_PHG_L","61_rostral_ACC_L"
"185","45_PHG_L","63_subcallosal_ACC_L"
"186","45_PHG_L","65_subgenual_ACC_L"
"187","45_PHG_L","67_dorsal_ACC_L"
"188","45_PHG_L","69_PCC_L"
"189","45_PHG_L","75_Hippo_L"
"190","45_PHG_L","275_Fimbria_L"
"191","46_PHG_R","48_ENT_R"
"192","46_PHG_R","62_rostral_ACC_R"
"193","46_PHG_R","64_subcallosal_ACC_R"
"194","46_PHG_R","66_subgenual_ACC_R"
"195","46_PHG_R","68_dorsal_ACC_R"
"196","46_PHG_R","70_PCC_R"
"197","46_PHG_R","76_Hippo_R"
"198","46_PHG_R","277_Fimbria_R"
"199","47_ENT_L","61_rostral_ACC_L"
"200","47_ENT_L","63_subcallosal_ACC_L"
"201","47_ENT_L","65_subgenual_ACC_L"
"202","47_ENT_L","67_dorsal_ACC_L"
"203","47_ENT_L","69_PCC_L"
"204","47_ENT_L","75_Hippo_L"
"205","47_ENT_L","275_Fimbria_L"
"206","48_ENT_R","62_rostral_ACC_R"
"207","48_ENT_R","64_subcallosal_ACC_R"
"208","48_ENT_R","66_subgenual_ACC_R"
"209","48_ENT_R","68_dorsal_ACC_R"
"210","48_ENT_R","70_PCC_R"
"211","48_ENT_R","76_Hippo_R"
"212","48_ENT_R","277_Fimbria_R"
"213","51_SOG_L","53_MOG_L"
"214","51_SOG_L","55_IOG_L"
"215","51_SOG_L","57_Cu_L"
"216","51_SOG_L","59_LG_L"
"217","52_SOG_R","54_MOG_R"
"218","52_SOG_R","56_IOG_R"
"219","52_SOG_R","58_Cu_R"
"220","52_SOG_R","60_LG_R"
"221","53_MOG_L","55_IOG_L"
"222","53_MOG_L","57_Cu_L"
"223","53_MOG_L","59_LG_L"
"224","54_MOG_R","56_IOG_R"
"225","54_MOG_R","58_Cu_R"
"226","54_MOG_R","60_LG_R"
"227","55_IOG_L","57_Cu_L"
"228","55_IOG_L","59_LG_L"
"229","56_IOG_R","58_Cu_R"
"230","56_IOG_R","60_LG_R"
"231","57_Cu_L","59_LG_L"
"232","58_Cu_R","60_LG_R"
"233","61_rostral_ACC_L","63_subcallosal_ACC_L"
"234","61_rostral_ACC_L","65_subgenual_ACC_L"
"235","61_rostral_ACC_L","67_dorsal_ACC_L"
"236","61_rostral_ACC_L","69_PCC_L"
"237","61_rostral_ACC_L","75_Hippo_L"
"238","61_rostral_ACC_L","275_Fimbria_L"
"239","62_rostral_ACC_R","64_subcallosal_ACC_R"
"240","62_rostral_ACC_R","66_subgenual_ACC_R"
"241","62_rostral_ACC_R","68_dorsal_ACC_R"
"242","62_rostral_ACC_R","70_PCC_R"
"243","62_rostral_ACC_R","76_Hippo_R"
"244","62_rostral_ACC_R","277_Fimbria_R"
"245","63_subcallosal_ACC_L","65_subgenual_ACC_L"
"246","63_subcallosal_ACC_L","67_dorsal_ACC_L"
"247","63_subcallosal_ACC_L","69_PCC_L"
"248","63_subcallosal_ACC_L","75_Hippo_L"
"249","63_subcallosal_ACC_L","275_Fimbria_L"
"250","64_subcallosal_ACC_R","66_subgenual_ACC_R"
"251","64_subcallosal_ACC_R","68_dorsal_ACC_R"
"252","64_subcallosal_ACC_R","70_PCC_R"
"253","64_subcallosal_ACC_R","76_Hippo_R"
"254","64_subcallosal_ACC_R","277_Fimbria_R"
"255","65_subgenual_ACC_L","67_dorsal_ACC_L"
"256","65_subgenual_ACC_L","69_PCC_L"
"257","65_subgenual_ACC_L","75_Hippo_L"
"258","65_subgenual_ACC_L","275_Fimbria_L"
"259","66_subgenual_ACC_R","68_dorsal_ACC_R"
"260","66_subgenual_ACC_R","70_PCC_R"
"261","66_subgenual_ACC_R","76_Hippo_R"
"262","66_subgenual_ACC_R","277_Fimbria_R"
"263","67_dorsal_ACC_L","69_PCC_L"
"264","67_dorsal_ACC_L","75_Hippo_L"
"265","67_dorsal_ACC_L","275_Fimbria_L"
"266","68_dorsal_ACC_R","70_PCC_R"
"267","68_dorsal_ACC_R","76_Hippo_R"
"268","68_dorsal_ACC_R","277_Fimbria_R"
"269","69_PCC_L","75_Hippo_L"
"270","69_PCC_L","275_Fimbria_L"
"271","70_PCC_R","76_Hippo_R"
"272","70_PCC_R","277_Fimbria_R"
"273","75_Hippo_L","275_Fimbria_L"
"274","76_Hippo_R","277_Fimbria_R"
"275","77_Caud_L","79_Put_L"
"276","77_Caud_L","81_GP_L"
"277","77_Caud_L","89_NucAccumbens_L"
"278","77_Caud_L","274_Caudate_tail_L"
"279","78_Caud_R","80_Put_R"
"280","78_Caud_R","82_GP_R"
"281","78_Caud_R","90_NucAccumbens_R"
"282","78_Caud_R","276_Caudate_tail_R"
"283","79_Put_L","81_GP_L"
"284","79_Put_L","89_NucAccumbens_L"
"285","79_Put_L","274_Caudate_tail_L"
"286","80_Put_R","82_GP_R"
"287","80_Put_R","90_NucAccumbens_R"
"288","80_Put_R","276_Caudate_tail_R"
"289","81_GP_L","89_NucAccumbens_L"
"290","81_GP_L","274_Caudate_tail_L"
"291","82_GP_R","90_NucAccumbens_R"
"292","82_GP_R","276_Caudate_tail_R"
"293","85_HypoThalamus_L","87_BasalForebrain_L"
"294","85_HypoThalamus_L","157_Cl_L"
"295","85_HypoThalamus_L","159_BasalForebrain_L"
"296","85_HypoThalamus_L","161_BasalForebrain_L"
"297","85_HypoThalamus_L","163_BasalForebrain_L"
"298","85_HypoThalamus_L","165_BasalForebrain_L"
"299","85_HypoThalamus_L","168_Mammillary_L"
"300","86_HypoThalamus_R","88_BasalForebrain_R"
"301","86_HypoThalamus_R","158_Cl_R"
"302","86_HypoThalamus_R","160_BasalForebrain_R"
"303","86_HypoThalamus_R","162_BasalForebrain_R"
"304","86_HypoThalamus_R","164_BasalForebrain_R"
"305","86_HypoThalamus_R","166_BasalForebrain_R"
"306","86_HypoThalamus_R","167_Mammillary_R"
"307","87_BasalForebrain_L","157_Cl_L"
"308","87_BasalForebrain_L","159_BasalForebrain_L"
"309","87_BasalForebrain_L","161_BasalForebrain_L"
"310","87_BasalForebrain_L","163_BasalForebrain_L"
"311","87_BasalForebrain_L","165_BasalForebrain_L"
"312","87_BasalForebrain_L","168_Mammillary_L"
"313","88_BasalForebrain_R","158_Cl_R"
"314","88_BasalForebrain_R","160_BasalForebrain_R"
"315","88_BasalForebrain_R","162_BasalForebrain_R"
"316","88_BasalForebrain_R","164_BasalForebrain_R"
"317","88_BasalForebrain_R","166_BasalForebrain_R"
"318","88_BasalForebrain_R","167_Mammillary_R"
"319","89_NucAccumbens_L","274_Caudate_tail_L"
"320","90_NucAccumbens_R","276_Caudate_tail_R"
"321","91_RedNc_L","93_Snigra_L"
"322","91_RedNc_L","97_CP_L"
"323","91_RedNc_L","99_Midbrain_L"
"324","92_RedNc_R","94_Snigra_R"
"325","92_RedNc_R","98_CP_R"
"326","92_RedNc_R","100_Midbrain_R"
"327","93_Snigra_L","97_CP_L"
"328","93_Snigra_L","99_Midbrain_L"
"329","94_Snigra_R","98_CP_R"
"330","94_Snigra_R","100_Midbrain_R"
"331","95_CerebellumGM_R","250_CerebellumWM_R"
"332","95_CerebellumGM_R","253_MCP_cb_R"
"333","96_CerebellumGM_L","251_CerebellumWM_L"
"334","96_CerebellumGM_L","252_MCP_cb_L"
"335","97_CP_L","99_Midbrain_L"
"336","98_CP_R","100_Midbrain_R"
"337","101_CST_L","103_SCP_L"
"338","101_CST_L","105_MCP_L"
"339","101_CST_L","107_PCT_L"
"340","101_CST_L","111_ML_L"
"341","101_CST_L","113_Pons_L"
"342","101_CST_L","254_ICP_pons_L"
"343","102_CST_R","104_SCP_R"
"344","102_CST_R","106_MCP_R"
"345","102_CST_R","108_PCT_R"
"346","102_CST_R","112_ML_R"
"347","102_CST_R","114_Pons_R"
"348","102_CST_R","255_ICP_pons_R"
"349","103_SCP_L","105_MCP_L"
"350","103_SCP_L","107_PCT_L"
"351","103_SCP_L","111_ML_L"
"352","103_SCP_L","113_Pons_L"
"353","103_SCP_L","254_ICP_pons_L"
"354","104_SCP_R","106_MCP_R"
"355","104_SCP_R","108_PCT_R"
"356","104_SCP_R","112_ML_R"
"357","104_SCP_R","114_Pons_R"
"358","104_SCP_R","255_ICP_pons_R"
"359","105_MCP_L","107_PCT_L"
"360","105_MCP_L","111_ML_L"
"361","105_MCP_L","113_Pons_L"
"362","105_MCP_L","254_ICP_pons_L"
"363","106_MCP_R","108_PCT_R"
"364","106_MCP_R","112_ML_R"
"365","106_MCP_R","114_Pons_R"
"366","106_MCP_R","255_ICP_pons_R"
"367","107_PCT_L","111_ML_L"
"368","107_PCT_L","113_Pons_L"
"369","107_PCT_L","254_ICP_pons_L"
"370","108_PCT_R","112_ML_R"
"371","108_PCT_R","114_Pons_R"
"372","108_PCT_R","255_ICP_pons_R"
"373","109_ICP_L","115_Medulla_L"
"374","110_ICP_R","116_Medulla_R"
"375","111_ML_L","113_Pons_L"
"376","111_ML_L","254_ICP_pons_L"
"377","112_ML_R","114_Pons_R"
"378","112_ML_R","255_ICP_pons_R"
"379","113_Pons_L","254_ICP_pons_L"
"380","114_Pons_R","255_ICP_pons_R"
"381","117_ACR_L","119_SCR_L"
"382","117_ACR_L","153_SFO_L"
"383","117_ACR_L","180_PVWa_L"
"384","117_ACR_L","184_SFWM_L"
"385","117_ACR_L","186_SFWM_PFC_L"
"386","117_ACR_L","188_SFWM_pole_L"
"387","117_ACR_L","190_MFWM_L"
"388","117_ACR_L","192_MFWM_DPFC_L"
"389","117_ACR_L","194_IFWM_opercularis_L"
"390","117_ACR_L","196_IFWM_orbitalis_L"
"391","117_ACR_L","198_IFWM_triangularis_L"
"392","117_ACR_L","200_LFOWM_L"
"393","117_ACR_L","202_MFOWM_L"
"394","117_ACR_L","204_RGWM_L"
"395","117_ACR_L","208_PrCWM_L"
"396","118_ACR_R","120_SCR_R"
"397","118_ACR_R","154_SFO_R"
"398","118_ACR_R","181_PVWa_R"
"399","118_ACR_R","185_SFWM_R"
"400","118_ACR_R","187_SFWM_PFC_R"
"401","118_ACR_R","189_SFWM_pole_R"
"402","118_ACR_R","191_MFWM_R"
"403","118_ACR_R","193_MFWM_DPFC_R"
"404","118_ACR_R","195_IFWM_opercularis_R"
"405","118_ACR_R","197_IFWM_orbitalis_R"
"406","118_ACR_R","199_IFWM_triangularis_R"
"407","118_ACR_R","201_LFOWM_R"
"408","118_ACR_R","203_MFOWM_R"
"409","118_ACR_R","205_RGWM_R"
"410","118_ACR_R","209_PrCWM_R"
"411","119_SCR_L","153_SFO_L"
"412","119_SCR_L","180_PVWa_L"
"413","119_SCR_L","184_SFWM_L"
"414","119_SCR_L","186_SFWM_PFC_L"
"415","119_SCR_L","188_SFWM_pole_L"
"416","119_SCR_L","190_MFWM_L"
"417","119_SCR_L","192_MFWM_DPFC_L"
"418","119_SCR_L","194_IFWM_opercularis_L"
"419","119_SCR_L","196_IFWM_orbitalis_L"
"420","119_SCR_L","198_IFWM_triangularis_L"
"421","119_SCR_L","200_LFOWM_L"
"422","119_SCR_L","202_MFOWM_L"
"423","119_SCR_L","204_RGWM_L"
"424","119_SCR_L","208_PrCWM_L"
"425","120_SCR_R","154_SFO_R"
"426","120_SCR_R","181_PVWa_R"
"427","120_SCR_R","185_SFWM_R"
"428","120_SCR_R","187_SFWM_PFC_R"
"429","120_SCR_R","189_SFWM_pole_R"
"430","120_SCR_R","191_MFWM_R"
"431","120_SCR_R","193_MFWM_DPFC_R"
"432","120_SCR_R","195_IFWM_opercularis_R"
"433","120_SCR_R","197_IFWM_orbitalis_R"
"434","120_SCR_R","199_IFWM_triangularis_R"
"435","120_SCR_R","201_LFOWM_R"
"436","120_SCR_R","203_MFOWM_R"
"437","120_SCR_R","205_RGWM_R"
"438","120_SCR_R","209_PrCWM_R"
"439","121_PCR_L","155_SLF_L"
"440","121_PCR_L","182_PVWp_L"
"441","121_PCR_L","206_PoCWM_L"
"442","121_PCR_L","210_SPWM_L"
"443","121_PCR_L","212_SMWM_L"
"444","121_PCR_L","214_AGWM_L"
"445","121_PCR_L","216_PrCuWM_L"
"446","121_PCR_L","230_SOWM_L"
"447","121_PCR_L","232_MOWM_L"
"448","121_PCR_L","234_IOWM_L"
"449","121_PCR_L","236_CuWM_L"
"450","121_PCR_L","238_LWM_L"
"451","122_PCR_R","156_SLF_R"
"452","122_PCR_R","183_PVWp_R"
"453","122_PCR_R","207_PoCWM_R"
"454","122_PCR_R","211_SPWM_R"
"455","122_PCR_R","213_SMWM_R"
"456","122_PCR_R","215_AGWM_R"
"457","122_PCR_R","217_PrCuWM_R"
"458","122_PCR_R","231_SOWM_R"
"459","122_PCR_R","233_MOWM_R"
"460","122_PCR_R","235_IOWM_R"
"461","122_PCR_R","237_CuWM_R"
"462","122_PCR_R","239_LWM_R"
"463","123_GCC_L","125_BCC_L"
"464","123_GCC_L","127_SCC_L"
"465","124_GCC_R","126_BCC_R"
"466","124_GCC_R","128_SCC_R"
"467","125_BCC_L","127_SCC_L"
"468","126_BCC_R","128_SCC_R"
"469","129_PVWl_L","131_ALIC_L"
"470","129_PVWl_L","133_PLIC_L"
"471","129_PVWl_L","135_RLIC_L"
"472","129_PVWl_L","137_EC_L"
"473","129_PVWl_L","147_IFO_L"
"474","129_PVWl_L","149_PTR_L"
"475","129_PVWl_L","151_SS_L"
"476","129_PVWl_L","218_STWM_L"
"477","129_PVWl_L","220_STWM_L_pole"
"478","129_PVWl_L","222_MTWM_L"
"479","129_PVWl_L","224_MTWM_L_pole"
"480","129_PVWl_L","226_ITWM_L"
"481","129_PVWl_L","228_FuWM_L"
"482","130_PVWl_R","132_ALIC_R"
"483","130_PVWl_R","134_PLIC_R"
"484","130_PVWl_R","136_RLIC_R"
"485","130_PVWl_R","138_EC_R"
"486","130_PVWl_R","148_IFO_R"
"487","130_PVWl_R","150_PTR_R"
"488","130_PVWl_R","152_SS_R"
